object id,Region,CCG,Site name,Address ,Postcode ,longitude,latitude,certain or not,coordinate system,error
158,London,NHS North Central London CCG,Oaklodge Medical Centre,"234 Burnt Oak Broadway, Burnt Oak, Edgeware, London",HA8 0AP,-0.2716481,51.6043197,ROOFTOP,wgs84,
159,London,NHS North Central London CCG,Peckwater Centre,"6 Peckwater St, Kentish Town, London ",NW5 2UP,-0.1376298,51.5495747,ROOFTOP,wgs84,
160,London,NHS North Central London CCG,Recreation Centre on Royal Free Hospital Site ,"Recreation Centre, Royal Free Hospital, Pond St, Hampstead  London ",NW3 2QG,-0.1641721,51.5536727,GEOMETRIC_CENTER,wgs84,
161,London,NHS North Central London CCG,Temple Fortune Health Centre,"23 Temple Fortune Lane, London",NW11 7TE,-0.1977854,51.5810935,ROOFTOP,wgs84,
162,London,NHS North Central London CCG,Watling Medical Centre,"108 Watling Avenue, Burnt Oak, Edgware.",HA8 0NR,-0.2620607,51.6033559,ROOFTOP,wgs84,
163,London,NHS North Central London CCG,Wentworth Medical Practice,"38 Wentworth Ave, London ",N3 1YL,-0.1879169,51.6077587,ROOFTOP,wgs84,
164,London,NHS North Central London CCG,Winchmore Hill Practice,"808 Green Lanes, London",N21 2SA,-0.0939154,51.6330579,ROOFTOP,wgs84,
165,London,NHS North Central London CCG ,Dr Azim and Partners,67 Elliot Road,NW4 3EB,-0.2257055,51.579584,ROOFTOP,wgs84,
166,London,NHS North West London CCG ,Byron Hall,Christchurch Avenue ,HA3 5BD,-115.046501,36.178416,GEOMETRIC_CENTER,wgs84,
167,London,NHS North West London CCG ,Ealing Town Hall,"New Broadway, Ealing, London ",W5 2BY,-0.306395,51.5129657,GEOMETRIC_CENTER,wgs84,
168,London,NHS North West London CCG ,Feltham Assembly Hall ,Feltham Park Hounslow Road Feltham ,TW14 9DN,-0.4069929,51.4515432,ROOFTOP,wgs84,
169,London,NHS North West London CCG ,Kingsbury Mandir,"Kingsbury Rd, London",NW9 8AQ,-0.0790159,51.5474504,GEOMETRIC_CENTER,wgs84,
170,London,NHS North West London CCG ,Parson's Green Health Centre,5-7 Parson's Green ,SW6 4UL,-0.2000123,51.4743205,ROOFTOP,wgs84,
171,London,NHS North West London CCG ,South Westminster Centre for Health,"82 St John's Wood Rd, St John's Wood, London",SW1P 2PF,-0.1696188,51.529764,RANGE_INTERPOLATED,wgs84,
172,London,NHS North West London CCG ,St. Charles Centre for Health and Wellbeing,"Exmoor Street, Ladbroke Grove, London",W10 6DZ,-0.2165318,51.5230536,GEOMETRIC_CENTER,wgs84,
173,London,NHS North West London CCG ,Swaminarayan School - Neasden Temple,"105-119 Brentfield Rd, London ",NW10 8LD,-0.2618229,51.547413,ROOFTOP,wgs84,
174,London,NHS North West London CCG ,White City Community Centre,India Way  ,W12 7QT,-122.3005416,47.3169483,ROOFTOP,wgs84,
175,London,NHS North West London CCG ,Willesden Centre for Health & Care ,"Robson Ave, London ",NW10 3RY,-0.2365285,51.5422595,GEOMETRIC_CENTER,wgs84,
176,London,NHS North West London CCG ,Young People Centre,"Bury Street, Ruislip",HA4 7SX,-0.4318499,51.5829753,GEOMETRIC_CENTER,wgs84,
177,London,NHS Redbridge CCG,Fullwell Cross Medical Centre,"1 Tomswood Hill, Barkinside, London",IG6 2HG,0.0838421,51.5945704,ROOFTOP,wgs84,
178,London,NHS Redbridge CCG,Redbridge Town Hall,"128-142 High Road, Ilford, London",IG1 1DD,0.0744488,51.5586517,ROOFTOP,wgs84,
179,London,NHS Redbridge CCG,Sir James Hawkey Hall,"Broomhill Road, Woodford Green, London",IG8 0BG,0.0223519,51.6071772,GEOMETRIC_CENTER,wgs84,
180,London,NHS South East London CCG,Baldry Gardens Health Centre,"293 Streatham High Road, London",SW16 3NP,-0.1266807,51.4186064,ROOFTOP,wgs84,
181,London,NHS South East London CCG,Beckenham Beacon,"379 Croydon Road, Beckenham, Kent",BR3 3FD,-0.033212,51.405412,ROOFTOP,wgs84,
182,London,NHS South East London CCG,Bursted Wood Surgery,"219 Erith Rd, Barnehurst, Bexleyheath",DA7 6HZ,0.1533354,51.46577,ROOFTOP,wgs84,
183,London,NHS South East London CCG,Downham Health and Leisure Centre,"5-7 Moorside Road, Downham",BR1 5EP,0.012818,51.4266693,ROOFTOP,wgs84,
184,London,NHS South East London CCG,Hetherington Group Practice,"18 Hetherington Road,  London",SW4 7NU,-0.1282739,51.4612329,ROOFTOP,wgs84,
185,London,NHS South East London CCG,"London Lane Clinic, Kinnaird House","The London Lane Clinic, Kinnaird House, 37-39 London Ln, Bromley ",BR1 4HB,0.0097756,51.4147826,ROOFTOP,wgs84,
186,London,NHS South East London CCG,"Montgomery Hall, Kennington","58 Kennington Oval, London",SE11 5SW,-0.1152496,51.4826942,ROOFTOP,wgs84,
187,London,NHS South East London CCG,Oaks Park Medical Centre,"17 Oakfield Road, Penge",SE20 8QA,-0.0631695,51.4132974,ROOFTOP,wgs84,
188,London,NHS South East London CCG,Orpington Health and Wellbeing Centre,"19 Homefield Rise, Orpington",BR6 0FE,0.1012137,51.3758599,ROOFTOP,wgs84,
189,London,NHS South East London CCG,Paxton Green Group Practice,"1 Alleyn Park, London",SE21 8AU,-0.0860648,51.4276251,ROOFTOP,wgs84,
190,London,NHS South East London CCG,Plumstead Health Centre,"Tewson Road, London",SE18 1BH,0.0916576,51.4857207,GEOMETRIC_CENTER,wgs84,
191,London,NHS South East London CCG,Queen Marys Hospital,"Frognal Avenue, Sidcup",DA14 6LT,0.1022544,51.4178871,GEOMETRIC_CENTER,wgs84,
192,London,NHS South East London CCG,St Edwards Church Hall,"St Edwards Church Hall, St Keverne Road, London",SE9 4AQ,0.0481215,51.4271342,GEOMETRIC_CENTER,wgs84,
193,London,NHS South East London CCG,St Johns Medical Centre,"56-60 Loampit Hill, London",SE13 7SX,-0.0214578,51.4669209,ROOFTOP,wgs84,
194,London,NHS South East London CCG,Sydenham Green Health Centre,"26 Holmshaw Close, London ",SE26 4TH,-0.038112,51.4290654,ROOFTOP,wgs84,
195,London,NHS South East London CCG,Tessa Jowell Health Centre,"72H East Dulwich Grove, London",SE22 8EY,-0.0795731,51.4590997,ROOFTOP,wgs84,
196,London,NHS South East London CCG,West Wickham & Shirley Baptist Church,"West Wickham & Shirley Baptist Church, Wickham Road, Shirley, Croydon",CR0 8EH,-0.0281693,51.3776179,GEOMETRIC_CENTER,wgs84,
197,London,NHS South East London CCG ,Artesian Building,"96 Alscot Rd, Bermondsey, London ",SE1 3GG,-0.0734517,51.4947961,ROOFTOP,wgs84,
198,London,NHS South East London CCG ,Hurley Clinic,"Ebenezer House, Kennington Lane, London",SE11 4HJ,-0.1070531,51.4906876,ROOFTOP,wgs84,
199,London,NHS South West London CCG,Balham Health Centre,"120 Bedford Hill, Wandsworth, London",SW12 9HS,-0.1489474,51.440695,ROOFTOP,wgs84,
200,London,NHS South West London CCG,Essex House Surgery,"Station Road, London ",SW13 0LW,-0.1152376,51.5965546,GEOMETRIC_CENTER,wgs84,
201,London,NHS South West London CCG,Fairfield Halls ,"Park Ln, Croydon ",CR9 1DG,-0.0968546,51.3707666,GEOMETRIC_CENTER,wgs84,
202,London,NHS South West London CCG,Fairhill Medical Practice  ,"University Medial Centre, Penrhyn Road, Kingston Upon Thames",KT1 2EE,-0.3037753,51.404281,GEOMETRIC_CENTER,wgs84,
203,London,NHS South West London CCG,Gosbury Hill Surgery,"1 Gosbury Hill, Chessington",KT9 1BT,-0.3025364,51.3683599,ROOFTOP,wgs84,
204,London,NHS South West London CCG,Hampton Wick Surgery,"Tudor House, 26 Upper Teddington Road , Kingston",KT1 4DY,-0.3142998,51.4170458,ROOFTOP,wgs84,
205,London,NHS South West London CCG,Keston Medical Practice,"Purley War Memorial Hospital, 856 Brighton Road, Purley, Surrey ",CR8 2YL,-0.114556,51.3405715,ROOFTOP,wgs84,
206,London,NHS South West London CCG,Mitcham Lane Baptist Church,230 Mitcham Lane,SW16 6NT,-0.1457612,51.4211483,ROOFTOP,wgs84,
207,London,NHS South West London CCG,New Malden United Reformed Church,"New Malden United Reformed Church, Malden Rd, New Malden",KT3 6DN,-0.2547815,51.3978382,GEOMETRIC_CENTER,wgs84,
208,London,NHS South West London CCG,Nonsuch Mansion,"Nonsuch Park,Ewell Road, Sutton",SM3 8AL,-0.2282272,51.3588012,ROOFTOP,wgs84,
209,London,NHS South West London CCG,Old Coulsdon Congregational Church,"Coulsdon Road, Old Coulsdon, London",CR5 1EH,-0.1184085,51.3028845,GEOMETRIC_CENTER,wgs84,
210,London,NHS South West London CCG,St Barnabas Church,"146 Lavenham Road, Southfields",SW18 5EP,-0.1980681,51.4425633,ROOFTOP,wgs84,
211,London,NHS South West London CCG,St Pauls Church,"St Pauls Church, St Paul's Road, Thornton Heath",CR7 8NB,-0.0984929,51.4015232,GEOMETRIC_CENTER,wgs84,
212,London,NHS South West London CCG,The Greenwood Centre,"1a School Road, Hampton Hill",TW12 1QL,-0.3598787,51.4263195,ROOFTOP,wgs84,
213,London,NHS South West London CCG,The Junction Health Centre,"Arches 5-8, Clapham Junction Station, 5-8 Grant Road, London",SW11 2NU,-0.1712969,51.4650584,ROOFTOP,wgs84,
214,London,NHS South West London CCG,The Wilson Hospital,"The Wilson Hospital, Cranmer Road, London",CR4 4LD,-0.162985,51.3973193,GEOMETRIC_CENTER,wgs84,
215,London,NHS South West London CCG,Valley Park Surgery,"Valley Park Surgery, Franklyn Way, Croyden, London",CR0 4YD,-0.128495,51.383045,GEOMETRIC_CENTER,wgs84,
216,London,NHS Tower Hamlets CCG,Cable Street Surgery  ,"445 Cable St, London",E1W 3DE,-0.0477878,51.5114909,ROOFTOP,wgs84,
217,London,NHS Tower Hamlets CCG,The Arts Pavillion,"Clinton Road, Mile End Park, London",E3 4QY,-0.0385214,51.527158,GEOMETRIC_CENTER,wgs84,
218,London,NHS West London CCG,Earls Court Health and Wellbeing Centre,"2B Hogarth Road, Earls Court, London",SW5 0PT,-0.1927016,51.4925131,ROOFTOP,wgs84,
219,London ,NHS Newham CCG ,Essex Lodge,"94 Greengate Street, London",E13 0AS,0.0274893,51.5272638,ROOFTOP,wgs84,
220,London ,NHS North West London CCG ,Chiswick Health Centre,"Fisher's Lane, London", W4 1RX,-0.2601695,51.493897,GEOMETRIC_CENTER,wgs84,
221,London ,NHS North West London CCG ,Lords Cricket Ground  ,"St John's Wood Rd, St John's Wood, London",NW8 8QN,-0.1742964,51.5275743,GEOMETRIC_CENTER,wgs84,
222,London ,NHS North West London CCG ,The Dominion Centre,"112 The Green, Southall, Middlesex",UB2 4BQ,-0.3816701,51.5025009,ROOFTOP,wgs84,
223,London ,NHS North West London CCG ,Tithe Farm Sports & Social Club,"151 Rayners Ln, Harrow",HA2 0XH,-0.3649026,51.5703974,ROOFTOP,wgs84,
224,London ,NHS North West London CCG ,Violet Melchett,"Violet Melchett, 30 Flood Walk",SW3 5RR,-0.166554,51.4868574,ROOFTOP,wgs84,
225,London ,NHS South East London CCG,Charlton House,"Charlton Road, Charlton",SE7 8RE,-73.9341814,42.9392226,GEOMETRIC_CENTER,wgs84,
226,London ,NHS South East London CCG,Erith Health Centre,"50 Pier Rd, Erith ",DA8 1RQ,0.1807808,51.4796025,ROOFTOP,wgs84,
227,London ,NHS South East London CCG,"Oxleas NHS Foundation Trust, Wensley Close","Wensley Close, Eltham",SE9 5AB,0.0523393,51.4489026,GEOMETRIC_CENTER,wgs84,
228,London ,NHS South East London CCG,Streatham Place Surgery,"26-28 Streatham Place, Brixton, London",SW2 4QY,-0.1266181,51.4463744,ROOFTOP,wgs84,
229,London ,NHS South East London CCG,The Waldron Health Centre,"Waldron Health Centre, Amersham Vale, London",SE14 6LD,-0.0318975,51.4767325,GEOMETRIC_CENTER,wgs84,
230,London ,NHS South East London CCG,"Upper Floor, The Jenner Health Centre","The Jenner Health Centre, 201 Stanstead Road, London",SE23 1HU,-0.0423112,51.4421746,ROOFTOP,wgs84,
231,London ,NHS South East London CCG,Westwood Mason Hall,"168 Bellegrove Rd, Welling",DA16 3RD,0.0963805,51.4644221,ROOFTOP,wgs84,
232,London ,NHS South West London CCG,1st East Putney Scout Hut,"42 Oxford road, Putney, London",SW15 2LQ,-0.2126924,51.4614306,ROOFTOP,wgs84,
233,London ,NHS South West London CCG,Acorn Group Practice,29-35 Holly Road Twickenham,TW1 4EA,-0.3289667,51.4466387,ROOFTOP,wgs84,
234,London ,NHS South West London CCG,Brocklebank Health Centre,"249 Garrett Lane, London",SW18 4DU,-0.1889519,51.4482851,ROOFTOP,wgs84,
235,London ,NHS South West London CCG,Parkshot Medical Practice,"18 Parkshot Medical, Richmond",TW9 2RG,-0.3019903,51.4643328,ROOFTOP,wgs84,
236,London ,NHS South West London CCG,Parkway Health Centre,"Parkway Health Centre, Parkway, New Addington, Croydon",CR0 0JA,-0.0182029,51.3435128,GEOMETRIC_CENTER,wgs84,
237,London ,NHS South West London CCG,The Nelson Health Centre,"220 Kingston Road, London",SW20 8DA,-0.2088555,51.4107089,ROOFTOP,wgs84,
238,London ,NHS South West London CCG,Trevelyan House Surgery,160 Tooting High St,SW17 0RT,-0.1713014,51.4250251,ROOFTOP,wgs84,
239,London ,NHS South West London CCG,York Medical Centre,"St. John's Health Centre, Oak Lane, Twickenham, Middlesex                        ", TW1 3PA   ,-0.3256364,51.4493422,GEOMETRIC_CENTER,wgs84,
240,London ,NHS Waltham Forest CCG,St Edmunds Church,Larkswood Road,E4 9DS,0.0699631,51.3877632,GEOMETRIC_CENTER,wgs84,
241,London ,NHS Waltham Forest CCG,Walthamstow Central Library,"High Street, Walthamstow, London",E17 7JN,-0.0266543,51.58329,GEOMETRIC_CENTER,wgs84,
242,Midlands,NHS Birmingham and Solihull CCG,All Saints Medical Centre,"2A Vicarage Road, Kings Heath, Birmingham",B14 7RA,-1.8940966,52.4327896,ROOFTOP,wgs84,
243,Midlands,NHS Birmingham and Solihull CCG,Balsall Common Health Centre,"1 Ashley Drive, Balsall Common",CV7 7RW,-1.6542069,52.3928627,ROOFTOP,wgs84,
244,Midlands,NHS Birmingham and Solihull CCG,Chelmsley Wood,Bosworth Medical,B37 5BU,-1.7528139,52.4806054,GEOMETRIC_CENTER,wgs84,
245,Midlands,NHS Birmingham and Solihull CCG,Erdington Medical Centre,"103 Wood End Road, Erdington, Birmingham",B24 0SY,-1.8415962,52.5181093,ROOFTOP,wgs84,
246,Midlands,NHS Birmingham and Solihull CCG,Hall Green HC,"977-979 Stratford Road, Birmingham",B28 8BG,-1.8497424,52.4405719,ROOFTOP,wgs84,
247,Midlands,NHS Birmingham and Solihull CCG,Harborne Medical Practice,"4 York Stree, Harborne, Birmingham",B17 0HG,-1.9463081,52.4590972,ROOFTOP,wgs84,
248,Midlands,NHS Birmingham and Solihull CCG,Harlequin Surgery,"160 Shard End Crescent, Birmingham",B34 7BP,-1.7779475,52.4952485,ROOFTOP,wgs84,
249,Midlands,NHS Birmingham and Solihull CCG,Monkspath Surgery,"27 Farmhouse Way, Solihull, Birmingham",B90 4EH,-1.7838549,52.3909608,ROOFTOP,wgs84,
250,Midlands,NHS Birmingham and Solihull CCG,Richmond Medical Centre,"179 Richmond Road, Solihull",B92 7SA,-1.7998902,52.446646,ROOFTOP,wgs84,
251,Midlands,NHS Birmingham and Solihull CCG,River Brook Medical Centre,"3 River Brook Drive, Stirchley, Birmingham",B30 2SH,-1.9161402,52.4316025,ROOFTOP,wgs84,
252,Midlands,NHS Birmingham and Solihull CCG,Saltley Health Centre,"Craddock Road, Saltley, Birmingham",B8 1RZ,-1.8521377,52.490913,GEOMETRIC_CENTER,wgs84,
253,Midlands,NHS Birmingham and Solihull CCG,Sparkhill Primary Care Centre,Sparkhill Primary Care Centre Second Floor,B11 4BW,-1.8585405,52.4444676,ROOFTOP,wgs84,
254,Midlands,NHS Birmingham and Solihull CCG,St Heliers Medical Practice,Northfield HC 15 St Heliers Road ,B31 1QT,-1.9753016,52.4120827,ROOFTOP,wgs84,
255,Midlands,NHS Birmingham and Solihull CCG,Sutton Coldfield Town Hall,"Upper Clifton Road, Sutton Coldfield",B75 6DA,-1.8276679,52.5658961,GEOMETRIC_CENTER,wgs84,
256,Midlands,NHS Birmingham and Solihull CCG,The Church of the Latter Day Saints,"Lordswood Road, Harborne, Birmingham",B17 9DB,-1.96534,52.4646563,GEOMETRIC_CENTER,wgs84,
257,Midlands,NHS Birmingham and Solihull CCG,The Oaks Medical Practice,"199 Shady Lane, Great Barr, Birmingham",B44 9ER,-1.898272,52.551136,ROOFTOP,wgs84,
258,Midlands,NHS Birmingham and Solihull CCG,Washwood Heath Health Centre,"4 Clodeshall Road, Birmingham",B8 3SN,-1.8493066,52.487073,ROOFTOP,wgs84,
259,Midlands,NHS Birmingham and Solihull CCG,West Heath Surgery,"194-196 West Heath Road, West Heath, Birmingham",B31 3HB,-1.9620517,52.4011549,ROOFTOP,wgs84,
260,Midlands,NHS Birmingham and Solihull CCG,Woodgate Valley Practice,"61 Stevens Ave, Birmingham",B32 3SD,-1.9914449,52.442687,ROOFTOP,wgs84,
261,Midlands,NHS Cannock Chase CCG,Alderwood Medical Practice,"Longford Road, Cannock",WS11 1QN,-2.0464314,52.6881205,GEOMETRIC_CENTER,wgs84,
262,Midlands,NHS Coventry and Rugby CCG,Broomfield Park Medical Centre,Spon End,CV1 3HQ,-1.5282017,52.4093475,ROOFTOP,wgs84,
263,Midlands,NHS Coventry and Rugby CCG,Holbrooks Health Team,"71-77 Wheelwright Lane, Coventry",CV6 4HN,-1.511278,52.4485321,ROOFTOP,wgs84,
264,Midlands,NHS Coventry and Rugby CCG,Kerseley Green Surgery,"Bennetts Road, Coventry",CV6 2FL,-1.5318102,52.4432255,GEOMETRIC_CENTER,wgs84,
265,Midlands,NHS Coventry and Rugby CCG,Locke House,"Locke House, The Railings, Woodside Park, Rugby",CV21 2AW,-1.2588264,52.3792353,ROOFTOP,wgs84,
266,Midlands,NHS Coventry and Rugby CCG,Quinton Park Medical Centre,"51 Quinton Park, Cheylesmore",CV3 5PZ,-1.5038681,52.391267,ROOFTOP,wgs84,
267,Midlands,NHS Coventry and Rugby CCG,Tile Hill Primary Care Centre,"Jardine Crescent, Coventry",CV4 9PL,-1.5804722,52.409111,GEOMETRIC_CENTER,wgs84,
268,Midlands,NHS Derby and Derbyshire CCG,Buxton Medical Practice ,"2 Temple Road, Buxton",SK17 9BZ,-1.9206185,53.2530863,ROOFTOP,wgs84,
269,Midlands,NHS Derby and Derbyshire CCG,Littlewick,"Nottingham Road, Ilkeston ",DE7 5PR,-1.2998018,52.9633289,GEOMETRIC_CENTER,wgs84,
270,Midlands,NHS Derby and Derbyshire CCG,Long Eaton Health Centre,"Midland Street, Nottingham",NG10 1RY,-1.2711954,52.9013116,GEOMETRIC_CENTER,wgs84,
271,Midlands,NHS Derby and Derbyshire CCG,Newholme hospital,"Baslow Road, Bakwell",DE45 1AD,-1.6720626,53.2207883,GEOMETRIC_CENTER,wgs84,
272,Midlands,NHS Derby and Derbyshire CCG,Oaklands Village and Community Care Centre,"Hall Farm Road, Swadlincote ",DE11 8LH,-1.5502189,52.7747227,GEOMETRIC_CENTER,wgs84,
273,Midlands,NHS Derby and Derbyshire CCG,Shirebrook Leisure Centre,"Park Road, Shirebrook, Mansfield ",NG20 8JQ,-1.2180102,53.2068316,GEOMETRIC_CENTER,wgs84,
274,Midlands,NHS Derby and Derbyshire CCG,The Springs Health Centre,"Recreation Close, Clowne, Chesterfield. Derbyshire ",S43 4PL,-1.2646978,53.2771983,GEOMETRIC_CENTER,wgs84,
275,Midlands,NHS Derby and Derbyshire CCG,The Winding Wheel,"13 Holywell St, Chesterfield  ",S41 7SA,-1.424519,53.2372263,ROOFTOP,wgs84,
276,Midlands,NHS Derbyshire CCG,Church Farm Ripley,"Church Farm,Primary Care Centre, Steeple Drive. Ripley",DE5 3TH,-1.4036289,53.0426479,GEOMETRIC_CENTER,wgs84,
277,Midlands,NHS Derbyshire CCG,Stubley Medical Centre,"7 Stubley Medical Centre, Dronfield Woodhouse ",S18 8QY,-1.4899356,53.305141,ROOFTOP,wgs84,
278,Midlands,NHS Dudley CCG,"Brierley Hill Methodist Church, Bank St","45 Bank Street, Brierley Hill",DY5 3DB,-2.1230083,52.4847396,ROOFTOP,wgs84,
279,Midlands,NHS Dudley CCG,Feldon Lane Medical Practice,"Feldon Lane Medical Practice, Feldon Lane, Halesowen",B62 9DR,-2.0291611,52.4670809,ROOFTOP,wgs84,
280,Midlands,NHS Dudley CCG,Kingswinford Community Centre ,"425 High Street, Kingswinford",DY6 8AP,-2.1623922,52.4978002,ROOFTOP,wgs84,
281,Midlands,NHS Dudley CCG,Northway Medical Practice,"Northway Medical Practice, 8 Alderwood Precinct, The Northway, Sedgley",DY3 3QY,-2.1309869,52.5480711,ROOFTOP,wgs84,
282,Midlands,NHS Dudley CCG,Revival Fires,"117-120 Wolverhampton Street, Dudley",DY1 3AL,-2.0928267,52.5121288,ROOFTOP,wgs84,
283,Midlands,NHS Dudley CCG,Stourbridge National Spiritualist Church,"49 Union Street, Stourbridge",DY8 1PJ,-2.1452298,52.4531023,ROOFTOP,wgs84,
284,Midlands,NHS East Leicestershire and Rutland CCG,Melton Sports Village,"Burton Road, Melton Mowbray",LE13 1DR,-0.8777379,52.7530804,GEOMETRIC_CENTER,wgs84,
285,Midlands,NHS East Leicestershire and Rutland CCG,Oadby Racecourse,"Leicester Road, Oadby, Leicestershire",LE2 4AL,-1.0899429,52.6043741,GEOMETRIC_CENTER,wgs84,
286,Midlands,NHS East Leicestershire and Rutland CCG,Rutland Health,Rutland County Council,LE15 6HP,-0.7246012,52.6681594,GEOMETRIC_CENTER,wgs84,
287,Midlands,NHS East Staffordshire CCG,"Pirelli Stadium, Burton Albion","Princess Way, Burton upon Trent",DE13 0AR,-1.6293807,52.8261169,GEOMETRIC_CENTER,wgs84,
288,Midlands,NHS Herefordshire and Worcestershire CCG,Droitwich Health Centre,"Droitwich Medical Centre, Ombersley St East, Droitwich, Worcestershire",WR9 8RD,-2.1536617,52.2670589,GEOMETRIC_CENTER,wgs84,
289,Midlands,NHS Herefordshire and Worcestershire CCG,Halo Leisure Centre,"Bridge Street, Leominster",HR6 8EA,-2.7427428,52.2333191,GEOMETRIC_CENTER,wgs84,
290,Midlands,NHS Herefordshire and Worcestershire CCG,Hume Street Medical Centre,"Hume Street Medical Centre, Hume Street, Kidderminster ",DY11 6SF,-2.261303,52.3839274,GEOMETRIC_CENTER,wgs84,
291,Midlands,NHS Herefordshire and Worcestershire CCG,Kidderminster Medical Centre,"Waterloo Street Bromsgrove Street, Kidderminster ",DY10 2BG,-2.2459567,52.3889392,GEOMETRIC_CENTER,wgs84,
292,Midlands,NHS Herefordshire and Worcestershire CCG,Larruperz Centre,"Grammar School Close, Ross-on-Wye, Herefordshire",HR9 7QD,-2.5757254,51.915285,GEOMETRIC_CENTER,wgs84,
293,Midlands,NHS Herefordshire and Worcestershire CCG,Ledbury Community Hall,"Lawnside Road, Ledbury",HR8 2AE,-2.4253615,52.0376048,GEOMETRIC_CENTER,wgs84,
294,Midlands,NHS Herefordshire and Worcestershire CCG,Ombersley Medical Centre,Main Road Ombersley,WR9 0EL,-2.2289716,52.2734002,GEOMETRIC_CENTER,wgs84,
295,Midlands,NHS Herefordshire and Worcestershire CCG,Prospect View Medical Centre,"Prospect View, Malvern",WR14 2GP,-2.3087363,52.1135373,ROOFTOP,wgs84,
296,Midlands,NHS Herefordshire and Worcestershire CCG,Quay House Surgery,"100 Westfaling Street, Hereford",HR4 0JF,-2.7399667,52.0582345,ROOFTOP,wgs84,
297,Midlands,NHS Herefordshire and Worcestershire CCG,Riverside Surgery,"Waterside, Evesham",WR11 1JP,-1.9457349,52.0882279,GEOMETRIC_CENTER,wgs84,
298,Midlands,NHS Herefordshire and Worcestershire CCG,Saxon Hall,"Putson Community Centre, Hoarwithy Road, Hereford",HR2 6HE,-2.7126521,52.0368332,ROOFTOP,wgs84,
299,Midlands,NHS Herefordshire and Worcestershire CCG,St Johns House Medical Centre,"299 Bromyard Road, Worceter",WR2 5FB,-2.259156,52.1886967,ROOFTOP,wgs84,
300,Midlands,NHS Herefordshire and Worcestershire CCG,Stourport Medical Centre,"Worcester St, Stourport on Severn",DY13 8EH,-2.2770354,52.3435688,GEOMETRIC_CENTER,wgs84,
301,Midlands,NHS Herefordshire and Worcestershire CCG,Turnpike House,37 Newtown Road,WR5 1HG   ,-74.2596795,40.9120014,ROOFTOP,wgs84,
302,Midlands,NHS Herefordshire and Worcestershire CCG,Upton Surgery,"Tunnel Hill, Upton-upon-Severn, Worcester",WR8 0QL,-2.2248961,52.0591348,GEOMETRIC_CENTER,wgs84,
303,Midlands,NHS Herefordshire and Worcestershire CCG,Winyates Health Centre,"Winyates Health Centre, Winyates Way, Redditch",B98 0NR,-1.8945258,52.3033558,ROOFTOP,wgs84,
304,Midlands,NHS Leicester City CCG,Community HC,"Melbourne Road, Leicester",LE2 0GU,-1.1136535,52.6331173,GEOMETRIC_CENTER,wgs84,
305,Midlands,NHS Leicester City CCG,Prajapati Hall,"21 Uverscroft Road, Leicester", LE4 6BY,-1.1156963,52.6451804,ROOFTOP,wgs84,
306,Midlands,NHS Leicester City CCG,Westcotes Health Centre,"Fosse Road South,Beaumont Leys, Leicester",LE3 0LP,-1.1564444,52.624252,GEOMETRIC_CENTER,wgs84,
307,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Feilding Palmer Hospital,"Gilmorton Road, Lutterworth",LE17 4DZ,-1.192756,52.4615239,GEOMETRIC_CENTER,wgs84,
308,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Fosse Medical Centre,"344 Fosse Road, Leicester",LE3 5RR,-1.1521803,52.6359181,ROOFTOP,wgs84,
309,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Hinckley Leisure Centre,"Argents Mead, Hinckley ",LE10 1BZ,-1.3708597,52.5395298,GEOMETRIC_CENTER,wgs84,
310,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Humberstone Medical Centre ,"150 Wycombe Road, Leicester",LE5 0PR,-1.0863731,52.6451279,ROOFTOP,wgs84,
311,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Kibworth Medical Centre,"Kibworth Medical Centre, Smeeton Road, Beauchamp, Leicestershire",LE8 0LG,-0.9990407,52.5337546,GEOMETRIC_CENTER,wgs84,
312,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Market Harborough MC,"67 Coventry Road, Market Harborough, Leicestershire",LE16 9BX,-0.9251465,52.4770825,ROOFTOP,wgs84,
313,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Measham Leisure Centre,"22 High Street, Measham, Swadlincote",DE12 7HR,-1.5092173,52.7048092,ROOFTOP,wgs84,
314,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Merridale Medical Centre ,"Fullhurst Avenue, Leicester ",LE3 1BL,-1.1623706,52.6211128,GEOMETRIC_CENTER,wgs84,
315,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",St Peters Health Centre,"Sparkenhoe Street, Leicester",LE2 0TA,-1.1197616,52.6313185,GEOMETRIC_CENTER,wgs84,
316,Midlands,"NHS Leicester, Leicestershire and Rutland CCG",Sturdee Road Health and Wellbeing Centre,"182 Sturdee Road, Leicester",LE2 9DB,-1.1540473,52.5916245,RANGE_INTERPOLATED,wgs84,
317,Midlands,NHS Lincolnshire CCG,Cliff Villages Medical Practice,"Waddington Surgery, Mere Road, Waddington, Lincoln",LN5 9NX,-0.5384111,53.1658384,GEOMETRIC_CENTER,wgs84,
